,newid,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr
1991,3094,LA,3,F,Y,N,N,N,N,Y,N,N
1992,3095,LA,6,F,N,Y,N,N,N,Y,N,N
1993,3096,FA,6,F,N,N,N,N,N,Y,N,N
1994,3098,GR,5,M,,,,,,Y,,
1995,3099,GR,5,F,,,,,,Y,,
1997,3101,GR,5,M,N,N,N,N,N,N,Y,N
1998,3103,LW,5,M,N,N,N,Y,N,N,N,N
1999,3104,SW,6,F,N,N,Y,N,N,N,N,N
2000,3105,BU,6,F,N,N,N,N,N,Y,N,N
2001,3107,GR,4,F,N,N,N,N,N,Y,N,N
2002,3108,LW,5,M,N,N,N,N,N,Y,N,N
2003,3110,UC,6,F,,,,,,,,Y
2004,3112,GR,5,F,,,,,,,Y,
2005,3116,GR,5,M,,,,,,,Y,
2006,3119,LA,4,M,,,,,,Y,,
2007,3124,LA,6,M,N,N,N,N,N,Y,N,N
2008,3128,GR,5,M,N,N,N,N,N,Y,N,N
2009,3131,GR,5,M,,,,,,Y,,
2010,3140,GR,5,F,,,,,,,Y,
2011,3141,IE,3,M,,,,,,,,Y
2012,3144,GR,5,F,,,,,,,Y,
2013,3158,GM,2,F,,,,Y,,,,
2014,3163,GR,6,M,N,N,N,N,N,N,Y,N
2015,3176,GR,5,M,N,N,N,N,N,N,Y,N
2016,3178,GR,6,M,,,,,,Y,,
2017,3189,GR,6,F,N,N,N,N,N,Y,N,N
2018,3190,BU,5,M,N,N,N,N,N,Y,N,N
2019,3191,LA,6,F,N,N,N,N,N,Y,N,N
2020,3192,LA,6,F,N,N,N,N,N,Y,N,N
2021,3193,BU,6,F,N,N,N,N,N,Y,N,N
2022,3194,AR,6,M,N,N,N,N,N,Y,N,N
2023,3195,LA,6,F,N,N,N,Y,N,N,N,N
2024,3196,LA,6,F,N,N,N,Y,N,N,N,N
2025,3197,EN,6,M,N,N,N,Y,N,N,N,N
2026,3198,LA,6,F,N,N,N,N,N,Y,N,N
2027,3199,LA,6,F,N,N,N,Y,N,N,N,N
2028,3200,LA,6,F,N,N,N,N,N,Y,N,N
2029,3201,FA,6,F,N,N,Y,N,N,N,N,N
2030,3202,LA,6,F,N,N,N,Y,N,N,N,N
2031,3203,EN,6,M,N,N,N,Y,N,N,N,N
2032,3204,LA,6,F,N,N,N,N,N,Y,N,N
2033,3205,LA,6,M,N,N,N,Y,N,N,N,N
2034,3206,LA,6,M,N,N,N,Y,N,N,N,N
2035,3207,LA,6,M,N,N,N,Y,N,N,N,N
2036,3208,LA,6,M,N,N,N,Y,N,N,N,N
2037,3209,BU,6,M,N,N,Y,N,N,Y,N,N
2038,3210,AR,6,F,Y,N,N,N,N,Y,N,N
2039,3211,BU,6,M,N,N,N,Y,N,N,N,N
2040,3212,LA,6,M,N,N,N,N,N,Y,N,N
2041,3213,LA,6,M,N,N,N,N,N,N,N,Y
2042,3214,LA,6,M,N,N,N,Y,N,N,N,N
2043,3215,LA,6,M,N,N,N,N,N,Y,N,N
2044,3216,BU,6,F,N,N,Y,N,N,N,N,N
2045,3217,LA,6,M,N,N,N,N,N,Y,N,N
2046,3218,LA,6,F,N,N,N,N,N,Y,N,N
2047,3219,BU,6,F,N,N,N,N,N,Y,N,N
2048,3220,LA,6,M,N,N,N,N,N,Y,N,N
2049,3221,LA,6,M,N,N,N,Y,N,N,N,N
2050,3222,LA,6,F,N,N,N,Y,N,N,N,N
2051,3223,LA,6,M,N,N,Y,N,N,N,N,N
2053,3225,LA,6,F,N,N,N,N,N,Y,N,N
2054,3226,LA,6,M,N,N,Y,N,N,Y,N,N
2055,3227,BU,6,M,N,N,N,N,N,Y,N,N
2056,3228,LA,6,M,N,N,N,N,N,Y,N,N
2057,3229,LA,6,M,N,N,Y,N,N,N,N,N
2058,3230,EN,5,M,N,N,Y,N,N,N,N,N
2059,3231,BU,6,F,N,N,N,N,N,N,N,Y
2060,3232,LA,6,F,N,N,N,N,N,N,N,Y
2061,3233,LA,6,F,N,N,N,N,N,Y,N,N
2062,3234,LA,6,F,N,N,N,N,N,N,Y,N
2063,3235,LA,6,M,N,N,N,N,N,Y,N,N
2064,3236,LA,6,F,N,N,N,N,N,Y,N,N
2065,3237,LA,6,F,N,N,Y,N,N,N,N,N
2066,3238,FA,6,M,N,N,N,N,N,N,Y,N
2067,3239,LA,6,M,N,N,N,Y,N,N,N,N
2068,3240,LA,6,F,N,N,N,Y,N,N,N,N
2069,3241,LA,6,M,N,N,N,N,N,Y,N,N
2070,3242,LA,6,F,N,N,N,Y,N,N,N,N
2071,3243,LA,6,M,N,N,N,N,N,Y,N,N
2072,3244,LA,6,F,N,N,N,N,N,N,Y,N
2073,3245,LA,6,M,N,N,N,Y,N,N,N,N
2074,3246,LA,6,F,N,N,N,N,N,N,N,Y
2075,3247,EN,6,M,N,N,N,N,N,Y,N,N
2077,3249,LA,6,M,Y,N,N,N,N,Y,,N
2078,3250,EN,6,M,N,N,N,N,N,Y,N,N
2079,3251,FA,6,F,N,N,N,Y,N,N,N,N
2080,3252,BU,6,M,N,N,N,N,N,Y,N,N
2081,3253,LA,6,M,N,N,N,N,N,Y,N,N
2083,3255,EN,6,M,N,N,Y,N,N,N,N,N
2084,3256,LA,6,F,N,N,N,Y,N,N,N,N
2085,3257,LA,6,F,N,N,Y,N,N,N,N,N
2086,3258,LA,6,M,N,N,N,N,N,Y,N,N
2087,3259,LA,6,F,Y,N,N,N,N,N,N,N
2088,3261,LA,6,F,N,N,N,N,N,Y,N,N
2089,3262,BU,6,M,N,N,N,N,N,Y,N,N
2090,3263,LA,6,M,N,N,N,N,N,Y,N,N
2091,3264,BU,5,M,N,N,N,N,N,Y,N,N
2092,3265,SW,1,M,N,N,N,Y,N,N,N,N
2094,3267,FA,6,F,N,N,N,N,N,Y,N,N
2095,3268,LA,6,F,N,N,N,N,N,Y,N,N
2096,3269,BU,6,M,N,N,N,N,N,Y,N,N
2097,3270,BU,6,F,N,N,Y,N,N,N,N,N
2098,3271,LA,6,F,N,N,N,N,N,Y,N,N
2099,3272,EN,6,F,N,N,N,N,N,Y,N,N
2100,3273,LA,2,F,N,N,N,Y,N,N,N,N
2101,3274,BU,6,F,N,N,N,Y,N,N,N,N
2102,3275,LA,6,F,N,N,N,N,N,Y,N,N
2103,3276,LA,6,F,N,N,N,N,N,Y,N,N
2104,3277,LA,6,M,N,N,Y,N,N,N,N,N
2105,3278,LA,6,F,N,N,N,N,N,Y,N,N
2106,3279,LA,6,F,Y,N,N,N,N,N,N,N
2107,3280,EN,6,M,N,N,N,N,N,N,Y,N
2108,3281,FA,6,F,N,N,N,Y,N,N,N,N
2109,3282,BU,6,F,N,N,Y,N,N,N,N,N
2110,3283,LA,6,M,N,N,N,N,N,Y,N,N
2111,3284,AR,6,M,N,N,N,N,N,Y,N,N
2112,3285,BU,6,F,N,N,N,N,N,Y,N,N
2113,3286,LA,3,F,N,N,N,N,N,N,N,Y
2114,3287,SI,6,M,N,N,N,N,N,N,Y,N
2116,3289,LA,6,F,N,N,Y,N,N,N,N,N
2117,3290,LA,6,M,N,N,N,N,N,Y,N,N
2118,3291,LA,6,M,N,N,Y,N,N,N,N,N
2119,3294,LA,6,M,N,N,N,Y,N,N,N,N
2120,3295,EN,6,M,N,N,N,N,N,Y,N,N
2121,3296,LA,6,M,N,N,Y,N,N,N,N,N
2122,3303,FA,6,F,N,N,N,N,N,Y,N,N
2123,3304,EN,6,F,N,N,N,N,N,Y,N,N
2124,3305,GM,2,M,,,,,,Y,,
2125,3307,GR,4,M,N,N,Y,N,N,N,N,N
2126,3308,LW,5,F,N,N,Y,N,N,N,Y,N
2127,3309,GA,5,M,,,,,,,Y,
2128,3311,GA,6,M,,,,,,,Y,
2129,3317,GA,4,F,,,,,,,Y,
2130,3323,GR,5,M,N,N,N,N,N,Y,N,N
2131,3324,SI,4,M,,,Y,,,,Y,
2132,3329,BU,6,F,N,N,N,N,N,Y,N,N
2133,3330,LA,6,F,N,N,N,N,N,Y,N,N
2134,3331,EN,6,M,N,N,Y,N,N,N,N,N
2135,3332,LA,6,M,N,N,N,N,N,Y,N,N
2136,3333,EN,6,M,N,N,Y,N,N,N,N,N
2137,3334,LA,6,F,N,N,N,N,N,Y,N,N
2138,3335,LA,6,M,N,N,Y,N,N,N,N,N
2139,3336,LA,6,F,N,N,N,N,N,Y,N,N
2141,3338,LA,6,F,N,N,Y,N,N,N,N,N
2142,3339,BU,6,F,N,N,N,N,N,Y,N,N
2143,3340,EN,6,M,N,N,N,N,N,Y,N,N
2144,3341,LA,6,M,N,N,N,N,N,Y,N,N
2145,3342,LA,6,M,N,N,N,N,N,Y,N,N
2146,3343,EN,6,F,,N,N,N,N,Y,N,N
2147,3344,BU,6,F,N,N,N,N,N,Y,N,N
2148,3345,BU,6,M,N,N,N,N,N,Y,N,N
2149,3346,EN,6,M,N,N,N,N,N,Y,N,N
2150,3347,LA,4,F,N,N,Y,N,N,Y,N,N
2151,3348,LA,6,F,N,N,Y,N,N,N,N,N
2152,3349,LA,5,F,N,N,N,N,N,Y,N,N
2153,3350,SI,6,M,N,N,N,N,N,Y,N,N
2154,3351,LA,6,F,N,N,N,N,N,Y,N,N
2155,3352,LA,6,M,N,N,N,N,N,Y,N,N
2156,3353,LA,6,F,N,N,Y,N,N,N,N,N
2157,3354,LA,6,F,N,N,Y,N,N,N,N,N
2158,3355,LA,6,M,N,N,Y,N,N,N,N,N
2159,3356,BU,6,F,N,N,N,N,N,Y,N,N
2160,3357,LA,6,F,N,N,N,N,N,Y,N,N
2161,3358,BU,5,M,N,N,N,N,N,Y,N,N
2162,3359,LA,6,F,N,N,Y,N,N,Y,N,N
2163,3360,LA,6,F,N,N,N,N,N,Y,N,N
2164,3361,LA,6,M,N,N,N,N,N,Y,N,N
2165,3362,LA,6,M,N,N,N,N,N,Y,N,N
2166,3363,LA,6,M,N,N,N,N,N,Y,N,N
2167,3364,LA,6,M,N,N,N,N,N,Y,N,N
2168,3365,SI,6,F,N,N,N,N,N,Y,N,N
2169,3366,LA,6,M,N,N,N,N,N,Y,N,N
2170,3367,LA,6,M,N,N,N,N,N,Y,N,N
2171,3368,EN,6,M,N,N,N,N,N,Y,N,N
2172,3369,BU,6,M,N,N,Y,N,N,N,N,N
2173,3370,LA,6,M,N,N,N,N,N,Y,N,N
2175,3372,LA,6,M,N,N,N,N,N,Y,N,N
2176,3373,LA,6,F,N,N,N,N,N,Y,N,N
2177,3374,LA,6,F,N,N,Y,N,N,N,N,N
2178,3375,LA,6,F,N,N,N,N,N,Y,N,N
2179,3376,EN,6,M,N,N,N,N,N,Y,N,N
2180,3377,EN,6,M,N,N,N,N,N,Y,N,N
2181,3378,LA,6,F,N,N,N,Y,N,N,N,N
2182,3379,BU,6,M,N,N,N,N,N,Y,N,N
2183,3380,EN,6,M,N,N,N,N,N,Y,N,N
2184,3381,LA,6,F,N,N,N,N,N,Y,N,N
2185,3382,EN,6,M,N,N,N,N,N,Y,N,N
2186,3383,LA,6,M,Y,N,N,N,N,Y,N,N
2187,3384,EN,6,M,N,N,N,N,N,Y,N,N
2189,3386,FA,6,M,N,N,N,N,N,Y,N,N
2190,3387,LA,6,F,N,N,N,N,N,Y,N,N
2191,3388,SI,6,M,N,N,N,N,N,Y,N,N
2192,3389,LA,6,F,N,N,N,N,N,N,N,Y
2193,3390,BU,6,F,N,N,N,N,N,Y,N,N
2194,3391,LA,6,F,N,N,Y,N,N,N,N,N
2195,3392,EN,6,F,N,N,N,N,N,Y,N,N
2196,3393,SI,6,M,N,N,N,N,N,Y,N,N
2197,3394,LA,6,F,N,N,N,N,N,Y,N,N
2198,3395,LA,6,F,N,N,N,N,N,Y,N,N
2199,3396,LA,6,F,N,N,N,N,N,Y,N,N
2200,3397,AR,6,M,N,N,N,N,N,Y,N,N
2201,3398,LA,6,M,N,N,N,N,N,Y,N,N
2203,3400,BU,6,F,N,N,N,N,N,N,N,Y
2204,3401,BU,6,M,N,N,N,N,N,Y,N,N
2205,3402,LA,6,M,N,N,N,N,N,Y,N,N
2206,3403,LA,6,M,N,N,Y,N,N,N,N,N
2207,3404,FA,6,M,N,N,N,N,N,Y,N,N
2208,3405,LA,6,M,N,N,N,N,N,Y,N,N
2209,3406,LA,6,M,N,N,Y,N,N,N,N,N
2210,3407,BU,6,M,N,N,N,N,N,Y,N,N
2211,3408,BU,6,M,N,N,N,N,N,Y,N,N
2212,3409,LA,6,M,N,N,N,N,N,Y,N,N
2213,3410,LA,6,F,N,N,N,N,N,Y,N,N
2214,3411,LA,6,F,N,N,N,N,N,Y,N,N
2216,3413,SI,6,M,N,N,N,N,N,Y,N,N
2217,3415,LA,6,M,N,N,N,N,N,Y,N,N
2218,3416,LA,6,F,N,N,N,N,N,Y,N,N
2219,3417,LA,6,F,N,N,N,N,N,Y,N,N
2220,3418,LA,6,F,N,N,N,N,N,Y,N,N
2221,3419,LA,6,F,N,N,N,N,N,Y,N,N
2222,3420,LA,6,F,N,N,N,N,N,Y,N,N
2223,3421,EN,6,M,N,N,N,N,N,Y,N,N
2224,3422,EN,6,M,N,N,N,N,N,Y,N,N
2225,3423,LA,6,F,N,N,N,N,N,Y,N,N
2227,3425,FA,6,F,N,N,N,N,N,Y,N,N
2228,3426,LA,6,M,N,N,N,N,N,Y,N,N
2229,3427,EN,6,M,N,N,N,N,N,Y,N,N
2230,3428,EN,6,M,N,N,Y,N,N,N,N,N
2231,3429,BU,6,M,N,N,N,N,N,Y,N,N
2232,3430,LA,6,F,N,N,Y,N,N,Y,N,N
2233,3431,EN,6,F,N,N,Y,N,N,Y,N,N
2234,3432,EN,6,M,N,N,N,N,N,Y,N,N
2235,3433,LA,4,M,N,N,N,N,N,Y,N,N
2236,3434,LA,6,M,N,N,N,N,N,Y,N,N
2237,3435,BU,6,M,N,N,N,N,N,Y,N,N
2238,3436,BU,6,M,N,N,N,N,N,N,N,Y
2239,3437,EN,6,M,N,N,N,N,N,Y,N,N
2240,3438,LA,6,F,N,N,N,Y,N,N,N,N
2241,3439,AR,2,M,N,N,N,N,N,Y,N,N
2242,3440,LA,6,F,N,N,N,N,N,N,N,Y
2243,3441,LA,6,F,N,N,N,N,N,Y,N,N
2244,3442,BU,6,F,N,N,N,N,N,Y,N,N
2245,3443,BU,6,M,N,N,Y,N,N,N,N,N
2246,3444,LA,6,F,N,N,Y,N,N,Y,N,N
2247,3445,EN,6,M,N,N,N,N,N,N,Y,N
2248,3446,LA,6,F,N,N,N,Y,N,N,N,N
2249,3447,EN,6,F,N,N,N,N,N,Y,N,N
2250,3448,LA,6,F,N,N,N,N,N,Y,N,N
2251,3449,LA,6,F,N,N,N,N,N,Y,N,N
2252,3450,FA,6,F,N,N,Y,N,N,Y,N,N
2253,3451,LA,6,M,N,N,N,N,N,Y,N,N
2254,3452,AR,6,F,N,N,N,N,N,Y,N,N
2255,3453,EN,6,F,N,N,N,N,N,N,N,Y
2256,3454,LA,6,F,N,N,N,Y,N,Y,N,N
2257,3455,BU,6,F,N,N,N,N,N,Y,N,N
2258,3456,LA,6,F,N,N,N,N,N,Y,N,N
2259,3457,LA,6,F,N,N,N,N,N,Y,N,N
2260,3458,LA,6,F,N,N,N,N,N,Y,N,N
2261,3459,LA,6,F,N,N,N,N,N,Y,N,N
2262,3460,AR,6,F,N,N,N,N,N,N,Y,N
2264,3462,LA,6,F,N,N,N,N,N,Y,N,N
2265,3463,LA,6,M,N,N,N,N,N,Y,N,N
2266,3464,EN,6,F,N,N,Y,N,N,N,N,N
2267,3465,BU,6,M,N,N,N,N,N,Y,N,N
2268,3466,BU,6,M,N,N,N,N,N,Y,N,N
2269,3467,FA,6,F,N,N,N,N,N,N,N,Y
2270,3468,LA,6,F,N,N,N,N,N,Y,N,N
2271,3469,LA,6,M,N,N,N,N,N,Y,N,N
2272,3470,LA,6,F,N,N,N,N,N,Y,N,N
2273,3471,LA,6,M,N,N,Y,N,N,N,N,N
2274,3472,GB,1,M,N,N,N,N,N,N,Y,N
2275,3473,BU,6,M,N,N,N,N,N,Y,N,N
2276,3474,LA,6,F,Y,N,N,N,N,N,N,N
2277,3475,SI,6,M,N,N,N,N,N,Y,N,N
2278,3476,BU,6,M,N,N,N,N,N,Y,N,N
2279,3477,BU,6,F,N,N,N,N,N,N,Y,N
2280,3478,LA,6,F,N,N,N,N,N,Y,N,N
2281,3479,LA,6,F,N,N,N,N,N,Y,N,N
2282,3480,LA,6,M,N,N,N,N,N,Y,N,N
2283,3481,LA,6,F,N,N,N,N,N,Y,N,N
2284,3482,LA,6,F,N,N,Y,N,N,N,N,N
2285,3483,BU,6,F,N,N,N,N,N,Y,N,N
2286,3484,LA,6,F,N,N,N,N,N,Y,N,N
2287,3485,LA,4,F,N,N,N,N,N,N,Y,N
2288,3486,LA,6,F,Y,N,N,N,N,N,N,N
2289,3487,LA,6,M,N,N,N,N,N,Y,N,N
2290,3488,BU,6,F,N,N,N,N,N,N,Y,Y
2291,3489,LA,6,F,N,N,N,N,N,N,N,Y
2292,3490,EN,6,M,N,N,N,N,N,Y,N,N
2294,3492,EN,6,F,N,N,N,N,N,Y,N,N
2295,3493,SI,6,F,N,N,N,N,N,Y,N,N
2296,3494,LA,6,M,N,N,N,N,N,Y,N,N
2297,3495,BU,6,F,N,N,N,N,N,Y,N,N
2298,3496,EN,6,M,N,N,N,N,N,Y,N,N
2299,3497,LA,6,M,N,N,N,N,N,N,Y,Y
2300,3498,LA,6,F,N,N,N,N,N,Y,N,N
2301,3499,LA,6,M,Y,N,N,N,N,N,N,N
2302,3500,UC,4,F,N,N,N,N,N,Y,N,N
2303,3501,LA,6,F,N,N,N,N,N,Y,N,N
2304,3502,BU,6,M,N,N,N,N,N,Y,N,N
2305,3503,LA,6,F,N,N,N,Y,N,N,N,N
2306,3504,EN,6,M,N,N,N,N,N,Y,N,N
2307,3505,LA,4,F,N,N,N,N,N,Y,N,N
2308,3506,BU,6,M,N,N,N,N,N,Y,N,N
2309,3507,LA,6,F,N,N,N,N,N,Y,N,N
2310,3508,FA,6,F,N,N,N,N,N,N,N,Y
2311,3509,FA,6,F,N,N,N,N,N,N,N,Y
2312,3510,LA,6,F,N,N,N,N,N,Y,N,N
2313,3511,FA,6,F,N,N,N,N,N,Y,N,N
2314,3512,LA,6,M,N,N,Y,N,N,N,N,N
2315,3513,LA,6,F,N,N,Y,N,N,N,N,N
2316,3514,LA,6,F,N,N,N,N,N,N,Y,Y
2317,3515,LA,6,M,N,N,N,N,N,Y,N,N
2318,3516,LA,6,F,N,N,N,N,N,Y,N,N
2319,3517,LA,6,F,N,N,N,N,N,Y,N,N
2320,3518,EN,6,M,N,N,N,N,N,Y,N,N
2321,3519,LA,6,F,N,N,N,N,N,N,N,Y
2322,3520,SI,6,M,Y,N,N,N,N,Y,N,N
2323,3521,LA,6,M,N,N,Y,N,N,Y,N,N
2324,3522,LA,6,F,N,N,N,N,N,Y,N,N
2325,3523,LA,6,M,N,N,N,N,N,Y,N,N
2326,3524,LA,6,F,N,N,N,N,N,Y,N,N
2327,3525,SI,6,M,N,N,N,N,N,Y,N,N
2328,3526,LA,6,F,N,N,N,N,N,Y,N,N
2329,3527,LA,6,M,Y,N,N,N,N,Y,N,N
2330,3528,LA,6,M,N,N,N,N,N,Y,N,N
2331,3529,BU,6,F,Y,N,N,N,N,N,N,N
2332,3530,SW,2,F,N,N,N,N,N,Y,N,N
2333,3531,BU,6,F,N,N,N,N,N,Y,N,N
2334,3532,LA,6,M,N,N,Y,N,N,N,N,N
2335,3533,EN,6,F,N,N,Y,N,N,Y,N,N
2336,3534,LA,6,M,N,N,N,N,N,Y,N,N
2337,3535,LA,6,M,N,N,N,N,N,Y,N,N
2339,3537,AR,6,F,N,N,N,N,N,Y,N,N
2340,3538,LA,6,F,N,N,N,N,N,Y,N,N
2341,3539,LA,6,F,N,N,Y,N,N,N,N,N
2342,3540,LA,6,F,N,N,Y,N,N,N,N,N
2343,3541,LA,6,F,N,N,N,N,N,Y,N,N
2344,3542,LA,6,M,N,N,N,N,N,Y,N,N
2345,3543,LA,6,F,Y,N,Y,N,N,N,N,N
2346,3544,BU,6,M,N,N,N,N,N,Y,N,N
2347,3545,LA,6,F,N,N,N,N,N,Y,N,N
2348,3546,BU,6,M,N,N,N,N,N,Y,N,N
2349,3547,BU,6,M,N,N,N,N,N,Y,N,N
2350,3548,FA,5,M,N,N,Y,N,N,Y,N,N
2351,3549,LA,6,F,N,N,Y,N,N,N,N,N
2353,3551,EN,6,M,N,N,N,N,N,Y,N,N
2354,3552,LA,6,F,N,N,N,N,N,N,Y,N
2355,3553,LA,6,F,N,N,N,N,N,Y,N,N
2356,3554,EN,6,M,N,N,N,N,N,Y,N,N
2357,3555,LA,6,F,N,N,N,Y,N,N,N,N
2358,3556,LA,6,M,N,N,N,N,N,Y,N,N
2359,3557,LA,6,F,N,N,N,N,N,Y,N,N
2360,3558,EN,6,F,N,N,N,Y,N,N,N,N
2361,3559,LA,6,M,N,N,N,N,N,N,Y,Y
2362,3560,LA,6,F,N,N,Y,N,N,N,N,N
2363,3561,FA,6,F,N,N,N,N,N,Y,N,N
2364,3562,LA,6,F,N,N,N,Y,N,N,N,N
2365,3563,LA,6,M,N,N,N,N,N,Y,N,N
2366,3564,BU,6,M,N,N,N,N,N,Y,N,N
2367,3565,BU,6,M,N,N,N,N,N,Y,N,N
2368,3566,LA,6,M,N,N,N,N,N,Y,N,N
2369,3567,LA,6,M,N,N,N,N,N,Y,N,N
2370,3568,EN,6,M,N,N,N,N,N,Y,N,N
2371,3569,BU,6,M,N,N,N,N,N,Y,N,N
2372,3570,LA,6,F,N,N,N,N,N,Y,N,N
2373,3571,LA,6,M,N,N,N,N,N,Y,N,N
2374,3572,EN,6,F,N,N,N,N,N,Y,N,N
2375,3573,LA,6,M,N,N,Y,N,N,N,N,N
2377,3575,EN,3,M,N,N,N,Y,N,Y,N,N
2378,3576,LA,6,M,N,N,N,N,N,Y,N,N
2379,3577,LA,6,F,N,N,N,N,N,Y,N,N
2380,3578,EN,6,M,N,N,N,N,N,Y,N,N
2381,3579,BU,6,M,N,N,N,N,N,Y,N,N
2382,3580,LA,6,M,N,N,N,N,N,N,,N
2383,3582,SI,6,F,N,N,N,N,N,Y,N,N
2384,3583,BU,6,F,N,N,N,N,N,Y,N,N
2385,3584,LA,6,F,N,N,N,N,N,Y,N,N
2386,3585,LA,6,M,N,N,N,N,N,Y,N,N
2387,3586,LA,6,M,N,N,N,N,N,Y,N,N
2388,3587,LA,3,M,N,N,N,N,N,N,Y,N
2389,3588,LA,6,M,N,N,N,N,N,Y,N,N
2390,3589,LA,6,M,N,N,Y,N,N,N,N,N
2391,3590,LA,6,F,N,N,N,N,N,N,Y,N
2393,3592,LA,6,F,N,N,Y,N,N,Y,N,N
2394,3593,BU,6,M,N,N,N,N,N,Y,N,N
2395,3594,EN,6,F,N,N,N,Y,N,N,N,N
2396,3595,LA,6,M,N,N,N,N,N,Y,N,N
2397,3596,LA,6,F,N,N,N,N,N,Y,N,N
2398,3597,LA,6,F,N,N,N,N,N,Y,N,N
2399,3598,LA,6,M,N,N,N,N,N,N,N,Y
2400,3599,LA,6,M,N,N,N,N,N,Y,N,N
2401,3600,LA,6,F,N,N,N,N,N,Y,N,N
2402,3601,LA,6,M,N,N,N,N,N,Y,N,N
2403,3602,BU,6,M,N,N,N,N,N,Y,N,N
2404,3603,LA,6,F,N,N,N,N,N,Y,N,N
2405,3604,FA,6,M,N,N,N,N,N,Y,N,N
2406,3605,AR,6,F,N,N,N,N,N,Y,N,N
2407,3606,EN,6,M,N,N,N,N,N,Y,N,N
2408,3607,LA,6,M,N,N,N,N,N,Y,N,N
2410,3609,AR,6,M,N,N,N,N,N,Y,N,N
2411,3610,EN,6,M,N,N,N,N,N,Y,N,N
2412,3611,LA,6,M,N,N,N,N,N,Y,N,N
2413,3612,EN,6,M,Y,N,N,N,N,Y,N,N
2414,3613,LA,6,F,N,N,N,N,N,Y,N,N
2415,3614,LA,6,M,N,N,N,N,N,Y,N,N
2416,3615,FA,6,F,N,N,N,N,N,Y,N,N
2417,3616,LA,5,M,N,N,N,N,N,Y,N,N
2418,3617,BU,6,F,N,N,N,N,N,Y,N,N
2419,3618,LA,6,M,N,N,Y,N,N,Y,N,N
2420,3619,EN,6,M,N,N,N,N,N,Y,N,N
2421,3620,AR,6,F,N,N,N,N,N,Y,N,N
2422,3621,EN,6,M,N,N,N,N,N,Y,N,N
2424,3623,AR,6,F,N,N,N,N,N,N,N,Y
2426,3625,EN,6,M,N,N,N,N,N,Y,N,N
2427,3626,LA,6,F,Y,N,N,N,N,Y,N,N
2428,3627,LA,6,F,N,N,N,N,N,Y,N,N
2429,3628,FA,6,M,N,N,N,N,N,Y,N,N
2430,3629,LA,6,F,N,N,N,N,N,Y,N,N
2431,3630,LA,6,M,N,N,N,N,N,Y,N,N
2432,3631,LA,6,F,N,N,N,N,N,Y,N,N
2433,3632,EN,6,F,N,N,N,N,N,N,N,Y
2434,3633,LA,6,M,N,N,N,N,N,Y,N,N
2435,3634,LA,6,F,N,N,N,N,N,Y,N,N
2436,3635,EN,6,F,N,N,N,N,N,Y,N,N
2437,3636,EN,6,M,N,N,Y,N,N,N,N,N
2438,3637,LA,6,F,N,N,N,N,N,Y,N,N
2439,3638,LA,6,F,N,N,N,N,N,Y,N,N
2440,3639,LA,6,M,N,N,N,N,N,Y,N,N
2441,3640,EN,6,F,N,N,N,N,N,N,Y,N
2442,3641,LA,6,M,N,N,N,N,N,N,Y,N
2443,3642,LA,6,M,N,N,N,N,N,N,N,Y
2444,3643,EN,5,M,N,N,N,N,N,Y,N,N
2445,3644,LA,6,M,N,N,N,N,N,Y,N,N
2447,3646,LA,6,M,N,N,Y,N,N,N,N,N
2448,3647,LA,6,F,N,N,N,N,N,Y,N,N
2449,3648,AR,6,M,N,N,Y,N,N,N,N,N
2450,3649,EN,6,F,N,N,N,N,N,Y,N,N
2451,3650,LA,6,F,N,N,N,N,N,Y,N,N
2452,3651,EN,6,F,N,N,N,N,N,Y,N,N
2453,3652,LA,6,F,N,N,N,N,N,Y,N,N
2454,3653,LA,6,F,N,N,N,N,N,Y,N,N
2455,3654,UG,1,F,N,N,N,N,N,N,N,Y
2456,3655,FA,6,F,N,N,N,N,N,N,N,Y
2457,3656,LA,6,M,N,N,N,N,N,N,Y,N
2458,3657,BU,3,M,N,N,N,N,N,N,Y,N
2459,3658,EN,6,F,N,N,N,N,N,N,Y,N
2460,3659,LA,6,M,N,N,N,N,N,N,Y,N
2461,3660,LA,6,F,N,N,N,N,N,N,Y,N
2462,3661,LA,6,F,N,N,N,N,N,N,Y,N
2463,3662,LA,6,F,N,N,Y,N,N,N,N,N
2464,3663,LA,6,F,N,N,N,N,N,Y,N,N
2465,3664,LA,6,M,N,Y,Y,N,N,Y,N,N
2466,3665,LA,6,F,N,N,N,N,N,Y,N,N
2467,3666,LA,6,F,N,N,Y,N,N,N,N,N
2468,3667,LA,6,M,N,N,N,N,N,Y,N,N
2469,3668,LA,6,F,N,N,N,N,N,Y,N,N
2470,3669,AR,6,F,N,N,N,N,N,Y,N,N
2471,3670,LA,6,M,N,N,N,N,N,Y,N,N
2472,3671,LA,6,M,N,N,Y,N,N,N,N,N
2473,3672,LA,6,F,N,N,Y,N,N,Y,N,N
2475,3674,LA,6,M,N,N,N,N,N,Y,N,N
2476,3675,LA,6,F,N,N,N,N,N,N,Y,N
2477,3676,LA,6,F,N,N,N,N,N,Y,N,N
2478,3677,LA,6,M,N,N,N,N,N,Y,N,N
2479,3678,EN,6,F,N,N,N,N,N,N,Y,N
2480,3679,LA,6,M,N,N,N,N,N,N,Y,Y
