date,num,product_list,id,dateandtime,previous_list,match,previous_dateandtime,timediff,timediffstamp,log_timediff,newid,asian,female,stdtlevel,previous_id,previous_newid,previous_asian,previous_female,freshmen,previous_freshmen,staff,previous_staff,month,week,week_order,newid_former,pair_occurance
9/9/13,4526,['taco salad'],1247,9/9/13 12:02,['taco salad'],1,9/9/13 12:02,0 days 00:00:00.000000000,0,#NAME?,896,0,0,7,1880,1449,0,1,0,0,0,0,9,37,3,4775.0,1
9/9/13,4527,['taco salad'],4188,9/9/13 12:02,['taco salad'],1,9/9/13 12:02,0 days 00:00:00.000000000,0,#NAME?,3519,0,1,6,1247,896,0,0,0,0,0,0,9,37,3,896.0,1
9/9/13,4538,['quesadilla vegetable'],6212,9/9/13 12:03,['taco salad'],0,9/9/13 12:03,0 days 00:00:00.000000000,0,#NAME?,5300,1,0,4,6277,5360,0,0,0,0,0,0,9,37,3,3519.0,1
9/9/13,4574,['burrito'],2917,9/9/13 12:06,['taco salad'],0,9/9/13 12:06,0 days 00:00:00.000000000,0,#NAME?,2411,0,1,7,3401,2804,0,0,0,0,0,0,9,37,3,5300.0,1
9/9/13,4592,['taco salad'],3440,9/9/13 12:07,['quesadilla vegetable'],0,9/9/13 12:07,0 days 00:00:00.000000000,0,#NAME?,2840,0,1,5,4501,3805,1,0,0,0,0,0,9,37,3,2411.0,1
9/9/13,4586,['burrito'],6847,9/9/13 12:07,['taco salad'],0,9/9/13 12:07,0 days 00:00:00.000000000,0,#NAME?,5890,1,0,3,3440,2840,0,1,0,0,0,0,9,37,3,2840.0,1
9/9/13,4669,['quesadilla vegetable'],8119,9/9/13 12:11,['taco salad'],0,9/9/13 12:11,0 days 00:00:00.000000000,0,#NAME?,6945,0,0,2,8801,7613,0,1,1,1,0,0,9,37,3,5890.0,1
9/9/13,4712,['quesadilla vegetable'],2249,9/9/13 12:13,['burrito'],0,9/9/13 12:13,0 days 00:00:00.000000000,0,#NAME?,1807,0,0,8,8044,6870,0,0,0,1,0,0,9,37,3,6945.0,1
9/9/13,4744,['quesadilla vegetable'],8816,9/9/13 12:15,['taco salad'],0,9/9/13 12:15,0 days 00:00:00.000000000,0,#NAME?,7628,0,0,2,4209,3538,0,1,1,0,0,0,9,37,3,1807.0,1
9/9/13,4837,['burrito'],9417,9/9/13 12:02,['burrito'],1,9/9/13 12:02,0 days 00:00:00.000000000,0,#NAME?,8217,0,0,1,9213,8018,1,0,1,1,0,0,9,37,3,7628.0,1
9/9/13,4871,['quesadilla vegetable'],5583,9/9/13 12:22,['quesadilla vegetable'],1,9/9/13 12:22,0 days 00:00:00.000000000,0,#NAME?,4705,0,1,4,3296,2713,1,0,0,0,0,0,9,37,3,8217.0,1
9/9/13,4876,['quesadilla vegetable'],6553,9/9/13 12:22,['quesadilla vegetable'],1,9/9/13 12:22,0 days 00:00:00.000000000,0,#NAME?,5626,1,1,5,5583,4705,0,1,0,0,0,0,9,37,3,4705.0,1
9/9/13,4909,['taco salad'],8145,9/9/13 12:26,['quesadilla vegetable'],0,9/9/13 12:26,0 days 00:00:00.000000000,0,#NAME?,6971,0,0,2,8216,7040,0,0,1,1,0,0,9,37,3,5626.0,1
9/9/13,4948,['burrito'],9082,9/9/13 12:27,['burrito'],1,9/9/13 12:27,0 days 00:00:00.000000000,0,#NAME?,7891,0,0,1,8850,7660,0,0,1,1,0,0,9,37,3,6971.0,1
9/9/13,4962,['quesadilla vegetable'],8114,9/9/13 12:28,['burrito'],0,9/9/13 12:28,0 days 00:00:00.000000000,0,#NAME?,6940,0,1,1,8284,7105,0,0,1,1,0,0,9,37,3,7891.0,1
9/9/13,5021,['taco salad'],6067,9/9/13 12:32,['taco salad'],1,9/9/13 12:32,0 days 00:00:00.000000000,0,#NAME?,5161,0,0,3,5701,4820,0,0,0,0,0,0,9,37,3,6940.0,1
9/9/13,5030,['burrito'],8777,9/9/13 12:33,['taco salad'],0,9/9/13 12:33,0 days 00:00:00.000000000,0,#NAME?,7589,1,0,1,8760,7573,0,0,1,1,0,0,9,37,3,5161.0,1
9/9/13,5033,['taco salad'],8594,9/9/13 12:33,['burrito'],0,9/9/13 12:33,0 days 00:00:00.000000000,0,#NAME?,7410,1,1,1,8777,7589,1,0,1,1,0,0,9,37,3,7589.0,1
9/9/13,5063,['quesadilla vegetable'],4097,9/9/13 12:36,['quesadilla vegetable'],1,9/9/13 12:36,0 days 00:00:00.000000000,0,#NAME?,3435,0,0,6,3409,2812,0,0,0,0,0,0,9,37,3,7410.0,1
9/9/13,5065,['burrito'],2352,9/9/13 12:36,['quesadilla vegetable'],0,9/9/13 12:36,0 days 00:00:00.000000000,0,#NAME?,1906,0,0,8,4097,3435,0,0,0,0,0,0,9,37,3,3435.0,1
9/9/13,5105,['taco salad'],4148,9/9/13 12:04,['quesadilla vegetable'],0,9/9/13 12:04,0 days 00:00:00.000000000,0,#NAME?,3480,0,0,7,7091,6097,0,1,0,0,0,0,9,37,3,1906.0,1
9/9/13,5097,"['rice', 'taco']",8718,9/9/13 12:04,['taco salad'],0,9/9/13 12:04,0 days 00:00:00.000000000,0,#NAME?,7533,0,1,2,4148,3480,0,0,1,0,0,0,9,37,3,3480.0,1
9/9/13,5186,['taco salad'],4499,9/9/13 12:05,['burrito'],0,9/9/13 12:05,0 days 00:00:00.000000000,0,#NAME?,3803,0,0,6,2211,1770,0,0,0,0,0,0,9,37,3,7533.0,1
9/9/13,5317,['taco salad'],3664,9/9/13 13:05,['burrito'],0,9/9/13 13:05,0 days 00:00:00.000000000,0,#NAME?,3038,0,0,8,3252,2676,0,0,0,0,0,0,9,37,3,3803.0,1
9/9/13,5315,['burrito'],3946,9/9/13 13:05,['taco salad'],0,9/9/13 13:05,0 days 00:00:00.000000000,0,#NAME?,3299,0,0,5,3664,3038,0,0,0,0,0,0,9,37,3,3038.0,1
9/9/13,5324,['quesadilla vegetable'],6441,9/9/13 13:06,['quesadilla vegetable'],1,9/9/13 13:06,0 days 00:00:00.000000000,0,#NAME?,5518,0,0,3,10218,8888,0,0,0,1,0,0,9,37,3,3299.0,1
9/9/13,5360,['quesadilla vegetable'],6707,9/9/13 13:08,['taco'],0,9/9/13 13:08,0 days 00:00:00.000000000,0,#NAME?,5777,0,0,4,6035,5131,0,1,0,0,0,0,9,37,3,5518.0,1
9/9/13,5368,['quesadilla vegetable'],3562,9/9/13 13:08,['quesadilla vegetable'],1,9/9/13 13:08,0 days 00:00:00.000000000,0,#NAME?,2949,0,1,5,6707,5777,0,0,0,0,0,0,9,37,3,5777.0,1
9/9/13,5403,['taco salad'],8647,9/9/13 13:01,['taco salad'],1,9/9/13 13:01,0 days 00:00:00.000000000,0,#NAME?,7462,0,1,2,4094,3432,0,1,1,0,0,0,9,37,3,2949.0,1
9/9/13,5420,['taco salad'],9094,9/9/13 13:11,['taco salad'],1,9/9/13 13:11,0 days 00:00:00.000000000,0,#NAME?,7902,0,1,1,9094,7902,0,1,1,1,0,0,9,37,3,7462.0,1
9/9/13,5479,['burrito'],8031,9/9/13 13:14,['quesadilla vegetable'],0,9/9/13 13:14,0 days 00:00:00.000000000,0,#NAME?,6857,0,0,2,5496,4622,0,1,1,0,0,0,9,37,3,7902.0,1
9/9/13,5501,['taco salad'],5502,9/9/13 13:15,['burrito'],0,9/9/13 13:15,0 days 00:00:00.000000000,0,#NAME?,4628,1,0,4,7484,6397,0,1,0,0,0,0,9,37,3,6857.0,1
9/9/13,5512,['burrito'],9251,9/9/13 13:17,['quesadilla vegetable'],0,9/9/13 13:17,0 days 00:00:00.000000000,0,#NAME?,8055,1,0,2,4032,3374,0,0,1,0,0,0,9,37,3,4628.0,1
9/9/13,5574,['quesadilla vegetable'],9297,9/9/13 13:19,['quesadilla vegetable'],1,9/9/13 13:19,0 days 00:00:00.000000000,0,#NAME?,8101,1,0,2,2480,2025,0,0,1,0,0,0,9,37,3,8055.0,1
9/9/13,5610,['quesadilla vegetable'],9258,9/9/13 13:21,"['quesadilla vegetable', 'burrito']",1,9/9/13 13:21,0 days 00:00:00.000000000,0,#NAME?,8062,0,0,2,8847,7657,0,0,1,1,0,0,9,37,3,8101.0,1
9/9/13,5618,['taco salad'],6397,9/9/13 13:21,['quesadilla vegetable'],0,9/9/13 13:21,0 days 00:00:00.000000000,0,#NAME?,5475,1,1,5,9258,8062,0,0,0,1,0,0,9,37,3,8062.0,1
9/9/13,5657,['taco'],6388,9/9/13 13:24,['taco salad'],0,9/9/13 13:24,0 days 00:00:00.000000000,0,#NAME?,5467,0,1,3,6446,5523,0,1,0,0,0,0,9,37,3,5475.0,1
9/9/13,5714,['quesadilla vegetable'],5542,9/9/13 13:27,['quesadilla vegetable'],1,9/9/13 13:27,0 days 00:00:00.000000000,0,#NAME?,4668,0,0,3,5664,4783,1,0,0,0,0,0,9,37,3,5467.0,1
9/9/13,5718,['burrito'],9260,9/9/13 13:27,['quesadilla vegetable'],0,9/9/13 13:27,0 days 00:00:00.000000000,0,#NAME?,8064,0,1,1,5542,4668,0,0,1,0,0,0,9,37,3,4668.0,1
9/9/13,5729,['taco salad'],8784,9/9/13 13:28,['taco salad'],1,9/9/13 13:28,0 days 00:00:00.000000000,0,#NAME?,7596,0,0,2,9438,8238,0,0,1,1,0,0,9,37,3,8064.0,1
9/9/13,5733,['taco salad'],8265,9/9/13 13:28,['taco salad'],1,9/9/13 13:28,0 days 00:00:00.000000000,0,#NAME?,7086,0,0,2,8784,7596,0,0,1,1,0,0,9,37,3,7596.0,7
9/9/13,5746,['quesadilla vegetable'],3558,9/9/13 13:29,['quesadilla vegetable'],1,9/9/13 13:29,0 days 00:00:00.000000000,0,#NAME?,2945,0,1,5,8168,6993,0,0,0,1,0,0,9,37,3,7086.0,1
9/9/13,5779,['taco salad'],4137,9/9/13 13:31,['taco salad'],1,9/9/13 13:31,0 days 00:00:00.000000000,0,#NAME?,3471,1,1,6,1948,1517,0,1,0,0,0,0,9,37,3,2945.0,1
9/9/13,5796,['quesadilla vegetable'],6151,9/9/13 13:33,['taco salad'],0,9/9/13 13:33,0 days 00:00:00.000000000,0,#NAME?,5239,1,0,4,10530,9193,0,1,0,1,0,0,9,37,3,3471.0,1
9/9/13,5832,['burrito'],5217,9/9/13 13:37,['taco salad'],0,9/9/13 13:37,0 days 00:00:00.000000000,0,#NAME?,4362,0,1,4,6421,5499,0,0,0,0,0,0,9,37,3,5239.0,1
9/9/13,5838,['burrito'],8199,9/9/13 13:37,['burrito'],1,9/9/13 13:37,0 days 00:00:00.000000000,0,#NAME?,7023,0,0,1,5217,4362,0,1,1,0,0,0,9,37,3,4362.0,1
9/9/13,5873,['taco salad'],2528,9/9/13 13:41,['taco salad'],1,9/9/13 13:41,0 days 00:00:00.000000000,0,#NAME?,2068,0,0,8,5611,4732,0,0,0,0,0,0,9,37,3,7023.0,1
9/9/13,5881,['taco'],8081,9/9/13 13:42,['taco'],1,9/9/13 13:42,0 days 00:00:00.000000000,0,#NAME?,6907,0,1,1,8859,7669,0,0,1,1,0,0,9,37,3,2068.0,1
9/9/13,5893,['burrito'],9425,9/9/13 13:45,['taco salad'],0,9/9/13 13:45,0 days 00:00:00.000000000,0,#NAME?,8225,0,0,1,3516,2908,0,1,1,0,0,0,9,37,3,6907.0,1
9/9/13,5955,['burrito'],3362,9/9/13 13:59,['quesadilla vegetable'],0,9/9/13 13:59,0 days 00:00:00.000000000,0,#NAME?,2768,0,0,6,6300,5382,0,0,0,0,0,0,9,37,3,8225.0,1
9/9/13,5954,['taco salad'],4647,9/9/13 13:59,['burrito'],0,9/9/13 13:59,0 days 00:00:00.000000000,0,#NAME?,3920,0,0,6,3362,2768,0,0,0,0,0,0,9,37,3,2768.0,1
9/9/13,5998,['quesadilla vegetable'],6347,9/9/13 14:04,['quesadilla vegetable'],1,9/9/13 14:04,0 days 00:00:00.000000000,0,#NAME?,5427,0,1,4,6573,5646,1,1,0,0,0,0,9,37,3,3920.0,1
9/9/13,6052,['burrito'],8586,9/9/13 14:11,['burrito'],1,9/9/13 14:11,0 days 00:00:00.000000000,0,#NAME?,7402,0,0,2,8315,7136,0,0,1,1,0,0,9,37,3,5427.0,1
9/9/13,6056,['quesadilla vegetable'],8211,9/9/13 14:11,['burrito'],0,9/9/13 14:11,0 days 00:00:00.000000000,0,#NAME?,7035,0,1,1,8586,7402,0,0,1,1,0,0,9,37,3,7402.0,1
9/9/13,6079,['quesadilla vegetable'],8300,9/9/13 14:14,['quesadilla vegetable'],1,9/9/13 14:14,0 days 00:00:00.000000000,0,#NAME?,7121,0,0,1,8059,6885,0,1,1,1,0,0,9,37,3,7035.0,1
9/9/13,6081,['taco salad'],8960,9/9/13 14:14,['quesadilla vegetable'],0,9/9/13 14:14,0 days 00:00:00.000000000,0,#NAME?,7770,1,1,1,8300,7121,0,0,1,1,0,0,9,37,3,7121.0,1
9/9/13,6086,['taco salad'],9321,9/9/13 14:15,['quesadilla vegetable'],0,9/9/13 14:15,0 days 00:00:00.000000000,0,#NAME?,8125,1,1,1,5320,4454,0,0,1,0,0,0,9,37,3,7770.0,1
9/9/13,6089,['taco salad'],8734,9/9/13 14:15,['taco salad'],1,9/9/13 14:15,0 days 00:00:00.000000000,0,#NAME?,7547,1,1,2,9321,8125,1,1,1,1,0,0,9,37,3,8125.0,2
9/9/13,6180,['taco salad'],2291,9/9/13 14:31,['quesadilla vegetable'],0,9/9/13 14:31,0 days 00:00:00.000000000,0,#NAME?,1848,0,1,2,8625,7440,0,0,1,1,0,0,9,37,3,7547.0,1
9/9/13,6199,['taco salad'],6367,9/9/13 14:34,['burrito'],0,9/9/13 14:34,0 days 00:00:00.000000000,0,#NAME?,5446,0,0,4,5151,4298,0,1,0,0,0,0,9,37,3,1848.0,1
9/9/13,6268,['burrito'],6008,9/9/13 14:04,['taco salad'],0,9/9/13 14:04,0 days 00:00:00.000000000,0,#NAME?,5107,0,0,4,3999,3342,1,1,0,0,0,0,9,37,3,5446.0,1
9/9/13,6270,['quesadilla vegetable'],5947,9/9/13 14:04,['burrito'],0,9/9/13 14:04,0 days 00:00:00.000000000,0,#NAME?,5052,0,1,4,6008,5107,0,0,0,0,0,0,9,37,3,5107.0,1
9/9/13,6381,['quesadilla vegetable'],9168,9/9/13 15:06,['black bean burger'],0,9/9/13 15:06,0 days 00:00:00.000000000,0,#NAME?,7974,1,0,2,7404,6331,0,0,1,0,0,0,9,37,3,5052.0,1
9/9/13,6383,['quesadilla vegetable'],8574,9/9/13 15:07,['quesadilla vegetable'],1,9/9/13 15:07,0 days 00:00:00.000000000,0,#NAME?,7391,0,1,3,8919,7729,1,0,0,1,0,0,9,37,3,7974.0,1
9/9/13,6397,['taco salad'],2671,9/9/13 15:11,['taco salad'],1,9/9/13 15:11,0 days 00:00:00.000000000,0,#NAME?,2203,0,0,8,6663,5735,1,1,0,0,0,0,9,37,3,7391.0,1
9/9/13,6399,['burrito'],2075,9/9/13 15:12,['taco salad'],0,9/9/13 15:12,0 days 00:00:00.000000000,0,#NAME?,1643,0,0,7,4407,3715,0,1,0,0,0,0,9,37,3,2203.0,1
9/9/13,6416,['taco salad'],6376,9/9/13 15:18,['burrito'],0,9/9/13 15:18,0 days 00:00:00.000000000,0,#NAME?,5455,0,0,5,2404,1956,1,0,0,0,0,0,9,37,3,1643.0,1
9/9/13,6446,['taco salad'],1047,9/9/13 15:34,['quesadilla vegetable'],0,9/9/13 15:34,0 days 00:00:00.000000000,0,#NAME?,758,0,1,4,1693,1281,0,0,0,0,0,0,9,37,3,5455.0,1
9/9/13,6476,['taco salad'],2435,9/9/13 15:56,['quesadilla vegetable'],0,9/9/13 15:56,0 days 00:00:00.000000000,0,#NAME?,1985,1,1,8,6555,5628,0,1,0,0,0,0,9,37,3,758.0,1
9/9/13,6477,['taco'],3457,9/9/13 15:56,['taco salad'],0,9/9/13 15:56,0 days 00:00:00.000000000,0,#NAME?,2855,0,1,6,2435,1985,1,1,0,0,0,0,9,37,3,1985.0,1
9/9/13,6488,['quesadilla vegetable'],3539,9/9/13 16:00,['pizza slice'],0,9/9/13 16:00,0 days 00:00:00.000000000,0,#NAME?,2929,1,1,8,9954,8695,1,1,0,0,0,0,9,37,3,2855.0,1
9/9/13,6516,['taco salad'],8346,9/9/13 16:09,['taco salad'],1,9/9/13 16:09,0 days 00:00:00.000000000,0,#NAME?,7167,0,0,1,1945,1514,0,1,1,0,0,0,9,37,3,2929.0,1
9/9/13,6517,['taco salad'],1697,9/9/13 16:09,['taco salad'],1,9/9/13 16:09,0 days 00:00:00.000000000,0,#NAME?,1284,0,0,7,8346,7167,0,0,0,1,0,0,9,37,3,7167.0,1
9/9/13,6523,['taco salad'],9226,9/9/13 16:12,['quesadilla vegetable'],0,9/9/13 16:12,0 days 00:00:00.000000000,0,#NAME?,8031,0,0,1,8068,6894,1,1,1,1,0,0,9,37,3,1284.0,1
9/9/13,6525,['quesadilla vegetable'],8538,9/9/13 16:12,['taco salad'],0,9/9/13 16:12,0 days 00:00:00.000000000,0,#NAME?,7356,0,1,2,9226,8031,0,0,1,1,0,0,9,37,3,8031.0,1
9/9/13,6542,['taco salad'],5451,9/9/13 16:18,['quesadilla vegetable'],0,9/9/13 16:18,0 days 00:00:00.000000000,0,#NAME?,4578,0,1,4,4101,3439,0,1,0,0,0,0,9,37,3,7356.0,1
9/9/13,6540,['quesadilla vegetable'],8397,9/9/13 16:18,['taco salad'],0,9/9/13 16:18,0 days 00:00:00.000000000,0,#NAME?,7218,0,1,1,5451,4578,0,1,1,0,0,0,9,37,3,4578.0,1
9/9/13,6564,['quesadilla vegetable'],2545,9/9/13 16:34,['quesadilla vegetable'],1,9/9/13 16:34,0 days 00:00:00.000000000,0,#NAME?,2084,0,1,6,4221,3550,0,0,0,0,0,0,9,37,3,7218.0,1
9/9/13,6570,['turkey burger'],5673,9/9/13 16:37,['burrito'],0,9/9/13 16:37,0 days 00:00:00.000000000,0,#NAME?,4792,1,1,3,8630,7445,0,0,0,1,0,0,9,37,3,2084.0,1
9/9/13,6597,['black bean burger'],2370,9/9/13 17:04,['taco salad'],0,9/9/13 17:04,0 days 00:00:00.000000000,0,#NAME?,1923,0,0,7,6630,5703,0,1,0,0,0,0,9,37,3,4792.0,1
9/9/13,6599,['burrito'],4639,9/9/13 17:05,['burger'],0,9/9/13 17:05,0 days 00:00:00.000000000,0,#NAME?,3912,0,0,7,3446,2845,0,1,0,0,0,0,9,37,3,1923.0,1
9/9/13,6615,['taco salad'],1397,9/9/13 17:11,['burrito'],0,9/9/13 17:11,0 days 00:00:00.000000000,0,#NAME?,1000,0,0,8,8172,6997,0,1,0,1,0,0,9,37,3,3912.0,1
9/9/13,6622,['quesadilla vegetable'],4065,9/9/13 17:13,['taco salad'],0,9/9/13 17:13,0 days 00:00:00.000000000,0,#NAME?,3405,0,0,7,5702,4821,0,1,0,0,0,0,9,37,3,1000.0,1
9/9/13,6631,['taco salad'],4173,9/9/13 17:16,['taco salad'],1,9/9/13 17:16,0 days 00:00:00.000000000,0,#NAME?,3504,0,0,6,6030,5126,0,0,0,0,0,0,9,37,3,3405.0,1
9/9/13,6641,['taco salad'],3952,9/9/13 17:19,['quesadilla vegetable'],0,9/9/13 17:19,0 days 00:00:00.000000000,0,#NAME?,3305,1,1,6,4633,3906,1,1,0,0,0,0,9,37,3,3504.0,1
9/9/13,6653,['quesadilla vegetable'],2181,9/9/13 17:24,['taco salad'],0,9/9/13 17:24,0 days 00:00:00.000000000,0,#NAME?,1741,1,0,8,4464,3771,0,0,0,0,0,0,9,37,3,3305.0,1
9/9/13,6662,['quesadilla vegetable'],6611,9/9/13 17:27,['quesadilla vegetable'],1,9/9/13 17:27,0 days 00:00:00.000000000,0,#NAME?,5684,1,0,4,6627,5700,1,0,0,0,0,0,9,37,3,1741.0,1
9/9/13,6663,['taco salad'],7485,9/9/13 17:27,['quesadilla vegetable'],0,9/9/13 17:27,0 days 00:00:00.000000000,0,#NAME?,6398,1,1,7,6611,5684,1,0,0,0,0,0,9,37,3,5684.0,1
9/9/13,6673,['taco salad'],8342,9/9/13 17:32,['taco salad'],1,9/9/13 17:32,0 days 00:00:00.000000000,0,#NAME?,7163,0,0,1,2862,2359,1,0,1,0,0,0,9,37,3,6398.0,1
9/9/13,6670,['burrito'],2676,9/9/13 17:32,['taco salad'],0,9/9/13 17:32,0 days 00:00:00.000000000,0,#NAME?,2208,0,0,8,8342,7163,0,0,0,1,0,0,9,37,3,7163.0,1
9/9/13,6671,['taco salad'],7949,9/9/13 17:32,['burrito'],0,9/9/13 17:32,0 days 00:00:00.000000000,0,#NAME?,6777,0,0,1,2676,2208,0,0,1,0,0,0,9,37,3,2208.0,1
9/9/13,6684,['taco salad'],3424,9/9/13 17:36,['taco salad'],1,9/9/13 17:36,0 days 00:00:00.000000000,0,#NAME?,2825,0,1,6,6432,5510,0,0,0,0,0,0,9,37,3,6777.0,1
9/9/13,6689,['taco salad'],6204,9/9/13 17:37,['taco salad'],1,9/9/13 17:37,0 days 00:00:00.000000000,0,#NAME?,5292,1,1,4,4047,3388,0,0,0,0,0,0,9,37,3,2825.0,1
9/9/13,6708,['turkey burger'],7486,9/9/13 17:42,['taco salad'],0,9/9/13 17:42,0 days 00:00:00.000000000,0,#NAME?,6399,1,0,2,5872,4981,1,0,1,0,0,0,9,37,3,5292.0,1
9/9/13,6714,['burrito'],5820,9/9/13 17:44,['burrito'],1,9/9/13 17:44,0 days 00:00:00.000000000,0,#NAME?,4932,1,0,4,5820,4932,1,0,0,0,0,0,9,37,3,6399.0,1
9/9/13,6715,['taco'],6615,9/9/13 17:45,['taco salad'],0,9/9/13 17:45,0 days 00:00:00.000000000,0,#NAME?,5688,0,0,5,9177,7983,1,0,0,1,0,0,9,37,3,4932.0,1
9/9/13,6724,['taco salad'],3850,9/9/13 17:47,['burrito'],0,9/9/13 17:47,0 days 00:00:00.000000000,0,#NAME?,3209,1,1,6,8874,7684,0,0,0,1,0,0,9,37,3,5688.0,1
9/9/13,6727,['burrito'],10238,9/9/13 17:48,['quesadilla vegetable'],0,9/9/13 17:48,0 days 00:00:00.000000000,0,#NAME?,8908,0,1,2,7957,6785,0,1,1,1,0,0,9,37,3,3209.0,1
9/9/13,6735,['taco salad'],7169,9/9/13 17:49,['burrito'],0,9/9/13 17:49,0 days 00:00:00.000000000,0,#NAME?,6155,1,0,4,10106,8792,1,0,0,1,0,0,9,37,3,8908.0,1
9/9/13,6733,['taco salad'],6897,9/9/13 17:49,['taco salad'],1,9/9/13 17:49,0 days 00:00:00.000000000,0,#NAME?,5932,1,0,4,7169,6155,1,0,0,0,0,0,9,37,3,6155.0,1
9/9/13,6759,['taco salad'],1046,9/9/13 17:56,['taco salad'],1,9/9/13 17:56,0 days 00:00:00.000000000,0,#NAME?,757,1,1,8,2903,2398,1,1,0,0,0,0,9,37,3,5932.0,1
9/9/13,6772,['quesadilla vegetable'],9275,9/9/13 18:00,['quesadilla vegetable'],1,9/9/13 18:00,0 days 00:00:00.000000000,0,#NAME?,8079,1,0,1,1183,854,0,1,1,0,0,0,9,37,3,757.0,1
9/9/13,6777,['taco salad'],8556,9/9/13 18:01,['taco salad'],1,9/9/13 18:01,0 days 00:00:00.000000000,0,#NAME?,7374,1,1,2,9062,7872,1,0,1,1,0,0,9,37,3,8079.0,1
9/9/13,6826,['taco salad'],8766,9/9/13 18:14,['taco salad'],1,9/9/13 18:14,0 days 00:00:00.000000000,0,#NAME?,7579,1,1,2,9205,8011,1,1,1,1,0,0,9,37,3,7374.0,1
9/9/13,6828,['taco salad'],2297,9/9/13 18:15,['taco salad'],1,9/9/13 18:15,0 days 00:00:00.000000000,0,#NAME?,1853,0,1,8,3403,2806,1,0,0,0,0,0,9,37,3,7579.0,1
9/9/13,6833,['taco salad'],9313,9/9/13 18:15,['taco salad'],1,9/9/13 18:15,0 days 00:00:00.000000000,0,#NAME?,8117,1,0,1,2297,1853,0,1,1,0,0,0,9,37,3,1853.0,1
9/9/13,6851,['burrito'],8433,9/9/13 18:22,['taco salad'],0,9/9/13 18:22,0 days 00:00:00.000000000,0,#NAME?,7254,0,0,2,3195,2627,0,1,1,0,0,0,9,37,3,8117.0,1
9/9/13,6889,['taco salad'],9081,9/9/13 18:36,['taco salad'],1,9/9/13 18:36,0 days 00:00:00.000000000,0,#NAME?,7890,1,1,2,5735,4853,0,1,1,0,0,0,9,37,3,7254.0,1
9/9/13,6891,['taco salad'],9123,9/9/13 18:36,['taco salad'],1,9/9/13 18:36,0 days 00:00:00.000000000,0,#NAME?,7930,1,1,2,9081,7890,1,1,1,1,0,0,9,37,3,7890.0,2
9/9/13,6893,['quesadilla vegetable'],8646,9/9/13 18:37,['burrito'],0,9/9/13 18:37,0 days 00:00:00.000000000,0,#NAME?,7461,1,1,1,8586,7402,0,0,1,1,0,0,9,37,3,7930.0,1
9/9/13,6913,['quesadilla vegetable'],1776,9/9/13 18:44,['burrito'],0,9/9/13 18:44,0 days 00:00:00.000000000,0,#NAME?,1359,1,0,8,9254,8058,1,0,0,1,0,0,9,37,3,7461.0,1
9/9/13,6921,['quesadilla vegetable'],9395,9/9/13 18:47,['quesadilla vegetable'],1,9/9/13 18:47,0 days 00:00:00.000000000,0,#NAME?,8195,0,0,1,5915,5022,1,1,1,0,0,0,9,37,3,1359.0,1
9/9/13,6932,['quesadilla vegetable'],8588,9/9/13 18:51,['taco salad'],0,9/9/13 18:51,0 days 00:00:00.000000000,0,#NAME?,7404,0,1,1,3965,3316,0,1,1,0,0,0,9,37,3,8195.0,1
9/9/13,6933,['quesadilla vegetable'],8407,9/9/13 18:51,['quesadilla vegetable'],1,9/9/13 18:51,0 days 00:00:00.000000000,0,#NAME?,7228,0,1,1,8588,7404,0,1,1,1,0,0,9,37,3,7404.0,1
9/9/13,6937,['taco salad'],2654,9/9/13 18:52,['taco salad'],1,9/9/13 18:52,0 days 00:00:00.000000000,0,#NAME?,2187,0,1,7,5203,4349,0,1,0,0,0,0,9,37,3,7228.0,1
9/9/13,6945,['taco salad'],4232,9/9/13 18:56,['burrito'],0,9/9/13 18:56,0 days 00:00:00.000000000,0,#NAME?,3560,1,0,7,3291,2709,1,0,0,0,0,0,9,37,3,2187.0,1
9/9/13,6944,['quesadilla vegetable'],3632,9/9/13 18:56,['taco salad'],0,9/9/13 18:56,0 days 00:00:00.000000000,0,#NAME?,3009,0,1,7,4232,3560,1,0,0,0,0,0,9,37,3,3560.0,1
9/9/13,6946,['taco salad'],3532,9/9/13 18:57,['taco salad'],1,9/9/13 18:57,0 days 00:00:00.000000000,0,#NAME?,2923,1,0,7,6221,5309,1,0,0,0,0,0,9,37,3,3009.0,1
9/9/13,6954,['quesadilla vegetable'],10233,9/9/13 18:59,['quesadilla vegetable'],1,9/9/13 18:59,0 days 00:00:00.000000000,0,#NAME?,8903,0,1,2,8548,7366,1,1,1,1,0,0,9,37,3,2923.0,1
9/9/13,6956,['quesadilla vegetable'],8997,9/9/13 19:00,['burrito'],0,9/9/13 19:00,0 days 00:00:00.000000000,0,#NAME?,7807,0,0,1,10627,9268,1,0,1,1,0,0,9,37,3,8903.0,1
9/9/13,6964,['burrito'],1890,9/9/13 19:04,['burrito'],1,9/9/13 19:04,0 days 00:00:00.000000000,0,#NAME?,1459,0,1,7,5431,4559,0,0,0,1,0,0,9,37,3,7807.0,1
9/9/13,6973,['cheese burger'],4640,9/9/13 19:01,['burger'],0,9/9/13 19:01,0 days 00:00:00.000000000,0,#NAME?,3913,0,0,7,4157,3488,0,0,0,0,0,0,9,37,3,1459.0,1
9/9/13,6987,['taco salad'],8924,9/9/13 19:18,['taco salad'],1,9/9/13 19:18,0 days 00:00:00.000000000,0,#NAME?,7734,1,0,2,5376,4508,0,0,1,1,0,0,9,37,3,3913.0,1
