"Bear PawsNGo","4/23/2015","10:00:53 AM",3382,40007,"Dips/Spreads",1,1.85,"Prepacks","Prepacks",,"Robert H","WolhDini"
"Bear PawsNGo","4/23/2015","10:00:53 AM",3382,9800048,"ORBIT/WINTER",1,1.59,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","4/23/2015","10:01:35 AM",3383,9801443,"CLIF-BROWNI",1,2.29,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","4/23/2015","10:01:51 AM",3384,9802838,"Illy Latte",1,3.39,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:44 AM",3385,9800405,"MM/APPLE J",1,2.15,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:50 AM",3386,9800273,"CIC/HNY/NUT",1,1.79,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:50 AM",3386,9800273,"CIC/HNY/NUT",1,1.79,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:50 AM",3386,9801464,"HALF NAKED POP",1,3.89,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:50 AM",3386,9801465,"VEGGIE CHIPS",1,4.69,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:02:50 AM",3386,9802434,"12oz ODW MANGO",1,4.29,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:03:50 AM",3387,20030,"FSOJ 10oz",1,2.90,"Beverage","Beverages",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:03:50 AM",3387,40005,"Sushi-Meat",1,8.10,"Prepacks","Prepacks",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:03:50 AM",3387,110016,"Kosher Pre Pack",1,0.95,"Prepacks","Prepacks",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:03:50 AM",3387,110016,"Kosher Pre Pack",1,2.20,"Prepacks","Prepacks",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:04:03 AM",3388,9802434,"12oz ODW MANGO",1,4.29,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:04:08 AM",3389,40005,"Sushi-Meat",1,8.10,"Prepacks","Prepacks",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:04:08 AM",3389,120001,"Soup Cup",1,2.00,"Soups","Soups",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:04:40 AM",3390,110004,"PV Chia Pudding",1,3.25,"Prepacks","Prepacks",,"Corneesh","WohlDini"
"Bear PawsNGo","4/23/2015","10:05:42 AM",3391,9800469,"1000/Gr BAR",1,1.39,"C-Store","C-Store","Conv. Store","Corneesh","WohlDini"
