"Bear PawsNGo","10/28/2014","10:03:54 AM",3103,9801438,"CLIF-Choc",1,2.29,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:05:08 AM",3104,9800863,"TRID LAYER APPLE",1,1.99,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:05:08 AM",3104,9802147,"PEAK SWT GREEN T",1,2.19,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:07:42 AM",3105,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:08:07 AM",3106,120002,"Soup Bowl",1,2.50,"Soups","Soups",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:09:26 AM",3107,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:09:34 AM",3108,9801364,"PRO PWR Van",1,3.29,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:10:49 AM",3109,9802661,"Eden Pumpkinseed",1,1.49,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:13:19 AM",3110,20030,"FSOJ 10oz",1,2.90,"Beverage","Beverages",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:13:19 AM",3110,9802153,"VIT H20 energy",1,2.19,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:15:37 AM",3111,9801439,"CLIF-CRUNCH",1,2.29,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:15:51 AM",3112,40005,"Sushi-Meat",1,8.10,"Prepacks","Prepacks",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:15:51 AM",3112,9800407,"MM/ORANGE",1,2.15,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:16 AM",3113,120002,"Soup Bowl",1,2.50,"Soups","Soups",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:28 AM",3114,30044,"1/2 Pint Milk",1,0.90,"Breakfast","Breakfast",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:28 AM",3114,9800273,"CIC/HNY/NUT",1,1.79,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:40 AM",3115,120002,"Soup Bowl",1,2.50,"Soups","Soups",,"Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:40 AM",3115,9800274,"CIC/LUCKYCH",1,1.79,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
"Bear PawsNGo","10/28/2014","10:16:40 AM",3115,9802147,"PEAK SWT GREEN T",1,2.19,"C-Store","C-Store","Conv. Store","Robert H","WolhDini"
