"Bears Den","1/8/2015","10:29:37 AM",3595,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:29:37 AM",3595,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:29:37 AM",3595,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,80013,"Premium Veg Side",1,2.50,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,80013,"Premium Veg Side",-1,-2.50,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,9200525,"Flank Steak",1,8.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:43:04 AM",3596,9200525,"Flank Steak",-1,-8.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,20017,"Numi Hot Tea",1,1.70,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,80010,"Veggie Flatbread",1,3.95,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,80010,"Veggie Flatbread",-1,-3.95,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200524,"Premium Burger",1,4.95,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200524,"Premium Burger",-1,-4.95,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200525,"Flank Steak",1,8.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200525,"Flank Steak",-1,-8.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200527,"Bone-In PorkChop",1,5.25,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200527,"Bone-In PorkChop",-1,-5.25,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200534,"Frog Legs (2)",1,3.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","10:50:25 AM",3597,9200534,"Frog Legs (2)",-1,-3.00,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:01:11 AM",3598,8800005,"Beefsteak Sand",1,5.90,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:01:11 AM",3598,8800031,"Chicken Club",1,5.10,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:01:11 AM",3598,8800031,"Chicken Club",-1,-5.10,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:03:27 AM",3599,8800033,"Fried Egg Sand",1,3.90,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:18 AM",3600,80002,"Fries",1,1.95,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:18 AM",3600,90045,"Pork Sand",1,5.40,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:18 AM",3600,90045,"Pork Sand",1,5.40,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:56 AM",3601,20027,"Bottle Juice",1,2.15,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:56 AM",3601,90117,"Cheese",1,0.60,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:56 AM",3601,90117,"Cheese",1,0.60,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:56 AM",3601,140003,"Extra Meat",1,2.20,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:08:56 AM",3601,190041,"$5 Lunch Special",1,5.00,"Specials","Specials",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,20007,"Milk Chug",-1,-1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,30041,"Bulk Cereal Sm",1,1.65,"Breakfast","Breakfast",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,90004,"Blk Bean Burger",1,4.65,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:09:11 AM",3602,90004,"Blk Bean Burger",-1,-4.65,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:13:41 AM",3603,30009,"Egg to Order ea",1,0.90,"Breakfast","Breakfast",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:13:41 AM",3603,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:13:41 AM",3603,90004,"Blk Bean Burger",1,4.65,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:14:05 AM",3604,8800007,"Buffalo Chic",1,5.40,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:16:23 AM",3605,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:19:23 AM",3607,20027,"Bottle Juice",1,2.15,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:19:23 AM",3607,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:19:23 AM",3607,8800033,"Fried Egg Sand",1,3.90,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:21:55 AM",3609,20017,"Numi Hot Tea",1,1.70,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:22:49 AM",3610,80003,"Tator Tots",1,1.95,"Fryer/Veggie Case","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:22:49 AM",3610,80013,"Premium Veg Side",1,2.50,"Grill","Fryer/Veggie Case",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:26:00 AM",3611,20007,"Milk Chug",1,1.75,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:26:00 AM",3611,90033,"Flame-Thrower",1,6.10,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:26:00 AM",3611,90033,"Flame-Thrower",-1,-6.10,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:26:00 AM",3611,8800005,"Beefsteak Sand",1,5.90,"Grill","Grill",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:29:08 AM",3612,20027,"Bottle Juice",1,2.15,"Beverage","Beverages",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:29:08 AM",3612,30033,"Whole fruit",1,0.85,"Sides","Sides",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:29:08 AM",3612,9000005,"Falafel",1,5.15,"Vegetarian","Vegetarian",,"Lorraine","BearGril"
"Bears Den","1/8/2015","11:31:09 AM",3613,80009,"Half Tend/Fries",1,5.50,"Fryer/Veggie Case","Fryer/Veggie Case",,"Lorraine","BearGril"
