id,terminal,num,datetime,PrimeDiv,StdtLevel,sex,hispanic,Nativeam,Asian,black,NHPacific,white,nralien,nr,date,product,quantity,price
NA,NA,9110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bread Stick,1,0.85
NA,NA,9121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,-1,-2.99
NA,NA,9133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,6/6 Pizza/Caesar,1,6.1
NA,NA,9134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bread Stick,1,0.85
NA,NA,9177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Regular Salad,1,4.1
NA,NA,9183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Side Chicken,1,1.6
NA,NA,9340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Daily Special,1,4
NA,NA,9391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soda-Large,1,1.75
NA,NA,9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soda-Reg,1,1.5
NA,NA,9437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soda-Reg,1,1.5
NA,NA,9442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Wrap DUC,1,5.5
NA,NA,9483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,-1,-5.35
NA,NA,9490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Daily Special,1,4
NA,NA,9507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Daily Special,1,4
NA,NA,9510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Daily Special,1,6.05
NA,NA,9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bread Stick,2,1.7
NA,NA,9546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Yogurt Parfait,1,2.9
NA,NA,9551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Yogurt Parfait,1,2.9
NA,NA,9553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Fries,1,1.85
NA,NA,9556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bread Stick,2,1.7
NA,NA,9559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Extra Meat,1,2.15
NA,NA,9564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Cup,2,3.9
NA,NA,9566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Regular Salad,1,4.1
NA,NA,9567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Regular Salad,1,4.1
NA,NA,9569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soda-Large,1,1.75
NA,NA,9570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Regular Salad,1,4.1
NA,NA,9574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,2,5.98
NA,NA,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soda-Reg,1,1.5
NA,NA,9577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Small Fresca,1,1.25
NA,NA,9578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD LG,1,7.05
NA,NA,9585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,MTO SALAD REG,1,5.35
NA,NA,9587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bottle Juice,1,2.1
NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Small Fresca,1,1.25
NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Bread Stick,1,0.85
NA,NA,9592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Whole fruit,1,0.85
NA,NA,9597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,9598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Soup Bowl,1,2.45
NA,NA,9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Daily Special,1,4
NA,NA,9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-08,Pizza Slice,1,2.99
NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD LG,1,7.05
NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Berry Cup,1,2.4
NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soda-Reg,1,1.5
NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Bowl,1,2.45
NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Bowl,1,2.45
NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Regular Salad,1,4.1
NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Side Chicken,1,1.6
NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Regular Salad,1,4.1
NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Side Chicken,1,1.6
NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,6.05
NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Small Fresca,1,1.25
NA,NA,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Small Fresca,1,1.25
NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Fruit Cup,1,1.6
NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Bowl,1,2.45
NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Bowl,1,2.45
NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Regular Salad,1,4.1
NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Side Chicken,1,1.6
NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Wrap DUC,1,5.5
NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD LG,1,7.05
NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Regular Salad,1,4.1
NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,6.05
NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Small Fresca,1,1.25
NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,2,5.98
NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,6/6 Pizza/Caesar,1,6.1
NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soda-Reg,1,1.5
NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,2,5.98
NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,2,5.98
NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Regular Salad,1,4.1
NA,NA,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Fruit Cup,1,1.6
NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Large Salad,1,5.35
NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Side Chicken,1,1.6
NA,NA,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD LG,1,7.05
NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Bread Stick,1,0.85
NA,NA,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Cup,1,1.95
NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soup Cup,1,1.95
NA,NA,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Fruit Cup,1,1.6
NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,6.05
NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Yogurt Parfait,1,2.9
NA,NA,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Fruit Cup,1,1.6
NA,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Bottle Juice,1,2.1
NA,NA,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Daily Special,1,4
NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,1,2.99
NA,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Whole fruit,1,0.85
NA,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Pizza Slice,2,5.98
NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,MTO SALAD REG,1,5.35
NA,NA,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-10-09,Soda-Large,1,1.75
